rpm,torque_nm,pulse_window_deg,pulse_window_rad,pulse_events_per_second,work_per_pulse_j,electrical_input_power_w,mechanical_pulse_power_w,load_power_w,net_electrical_energy_per_revolution_j,mechanical_pulse_energy_per_revolution_j,load_energy_per_revolution_j,balance_ratio,balance_flag
100,1.8,4,0.06981317007977318,20.0,0.12566370614359174,0.35000000000000003,2.5132741228718345,8.377580409572783,0.21000000000000002,1.5079644737231008,5.026548245743669,7.180783208205241,UNBALANCED
100,1.9,4,0.06981317007977318,20.0,0.13264502315156904,0.35000000000000003,2.6529004630313806,8.377580409572783,0.21000000000000002,1.5917402778188285,5.026548245743669,7.579715608661087,UNBALANCED
100,2.0,4,0.06981317007977318,20.0,0.13962634015954636,0.35000000000000003,2.792526803190927,8.377580409572783,0.21000000000000002,1.6755160819145565,5.026548245743669,7.9786480091169345,UNBALANCED
100,0.1,5,0.08726646259971647,20.0,0.008726646259971648,0.35000000000000003,0.17453292519943295,8.377580409572783,0.21000000000000002,0.10471975511965978,5.026548245743669,0.4986655005698084,BALANCED
100,0.2,5,0.08726646259971647,20.0,0.017453292519943295,0.35000000000000003,0.3490658503988659,8.377580409572783,0.21000000000000002,0.20943951023931956,5.026548245743669,0.9973310011396168,BALANCED
100,0.3,5,0.08726646259971647,20.0,0.02617993877991494,0.35000000000000003,0.5235987755982988,8.377580409572783,0.21000000000000002,0.3141592653589793,5.026548245743669,1.495996501709425,UNBALANCED
100,0.4,5,0.08726646259971647,20.0,0.03490658503988659,0.35000000000000003,0.6981317007977318,8.377580409572783,0.21000000000000002,0.4188790204786391,5.026548245743669,1.9946620022792336,UNBALANCED
100,0.5,5,0.08726646259971647,20.0,0.04363323129985824,0.35000000000000003,0.8726646259971648,8.377580409572783,0.21000000000000002,0.5235987755982988,5.026548245743669,2.493327502849042,UNBALANCED
100,0.6,5,0.08726646259971647,20.0,0.05235987755982988,0.35000000000000003,1.0471975511965976,8.377580409572783,0.21000000000000002,0.6283185307179586,5.026548245743669,2.99199300341885,UNBALANCED
100,0.7,5,0.08726646259971647,20.0,0.06108652381980153,0.35000000000000003,1.2217304763960306,8.377580409572783,0.21000000000000002,0.7330382858376183,5.026548245743669,3.4906585039886586,UNBALANCED
100,0.8,5,0.08726646259971647,20.0,0.06981317007977318,0.35000000000000003,1.3962634015954636,8.377580409572783,0.21000000000000002,0.8377580409572782,5.026548245743669,3.9893240045584673,UNBALANCED
100,0.9,5,0.08726646259971647,20.0,0.07853981633974483,0.35000000000000003,1.5707963267948966,8.377580409572783,0.21000000000000002,0.9424777960769379,5.026548245743669,4.487989505128276,UNBALANCED
100,1.0,5,0.08726646259971647,20.0,0.08726646259971647,0.35000000000000003,1.7453292519943295,8.377580409572783,0.21000000000000002,1.0471975511965976,5.026548245743669,4.986655005698084,UNBALANCED
100,1.1,5,0.08726646259971647,20.0,0.09599310885968813,0.35000000000000003,1.9198621771937627,8.377580409572783,0.21000000000000002,1.1519173063162575,5.026548245743669,5.485320506267893,UNBALANCED
100,1.2,5,0.08726646259971647,20.0,0.10471975511965977,0.35000000000000003,2.0943951023931953,8.377580409572783,0.21000000000000002,1.2566370614359172,5.026548245743669,5.9839860068377,UNBALANCED
100,1.3,5,0.08726646259971647,20.0,0.11344640137963143,0.35000000000000003,2.2689280275926285,8.377580409572783,0.21000000000000002,1.3613568165555772,5.026548245743669,6.4826515074075095,UNBALANCED
